player,role,sold_price_cr,2023_squad,team,base_price_cr,status
Dwaine Pretorius,ALL-ROUNDER,0.0,CSK,Unsold,1.0,unsold
Daniel Sams,ALL-ROUNDER,0.0,LSG,Unsold,1.5,unsold
Dasun Shanaka,ALL-ROUNDER,0.0,GT,Unsold,0.5,unsold
Matthew Short,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.5,unsold
Odean Smith,ALL-ROUNDER,0.0,GT,Unsold,0.5,unsold
Hanuma Vihari,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.5,unsold
Sam Billings,WICKETKEEPER,0.0,Not Mentioned,Unsold,1.0,unsold
Johnson Charles,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.5,unsold
Ben Duckett,WICKETKEEPER,0.0,Not Mentioned,Unsold,2.0,unsold
Varun Aaron,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Fareed Ahmad,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Taskin Ahmed,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
Dushmanta Chameera,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Ben Dwarshuis,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Richard Gleeson,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Matt Henry,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
Md Shoriful Islam,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Kyle Jamieson,BOWLER,0.0,CSK,Unsold,1.0,unsold
Chris Jordan,BOWLER,0.0,MI,Unsold,1.5,unsold
Siddharth Kaul,BOWLER,0.0,RCB,Unsold,0.5,unsold
Lahiru Kumara,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Obed Mccoy,BOWLER,0.0,RR,Unsold,0.5,unsold
Riley Meredith,BOWLER,0.0,MI,Unsold,1.0,unsold
Tymal Mills,BOWLER,0.0,Not Mentioned,Unsold,1.5,unsold
Adam Milne,BOWLER,0.0,CSK,Unsold,1.0,unsold
Lance Morris,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
Blessing Muzarabani,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Richard Ngarava,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Wayne Parnell,BOWLER,0.0,RCB,Unsold,1.0,unsold
Ollie Robinson,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
George Scrimshaw,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Tim Southee,BOWLER,0.0,KKR,Unsold,1.5,unsold
Barinder Sran,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Billy Stanlake,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
Olly Stone,BOWLER,0.0,Not Mentioned,Unsold,0.75,unsold
Oshane Thomas,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Sandeep Warrier,BOWLER,0.0,MI,Unsold,0.5,unsold
Lizaad Williams,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Luke Wood,BOWLER,0.0,Not Mentioned,Unsold,0.5,unsold
Dinesh Bana,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Rajat Dey,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Abhimanyu Easwaran,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Rithik Easwaran,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Chirag Gandhi,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Nikhil Gangta,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Sudip Gharami,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Ansh Gosai,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Azim Kazi,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Amandeep Khare,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Ankit Kumar,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Bhupen Lalwani,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Pukhraj Mann,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Tanmay Mishra,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Salman Nizar,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Priyank Panchal,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Akshat Raghuwanshi,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Ekant Sen,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Subhranshu Senapati,BATTER,0.0,CSK,Unsold,0.2,unsold
Naushad Shaikh,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Dhruv Shorey,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Himmat Singh,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Virat Singh,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Shashank Singh,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
Sumeet Verma,BATTER,0.0,Not Mentioned,Unsold,0.2,unsold
P.A. Abdul,ALL-ROUNDER,0.0,RR,Unsold,0.2,unsold
Murugan Abhishek,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Atharva Ankolekar,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Baba Aparajith,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Jass Inder Baidwan,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Corbin Bosch,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.3,unsold
Rahul Buddhi,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Vaisakh Chandran,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Writtick Chatterjee,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Raj Chaudhary,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Ravi Chauhan,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Ashwin Das,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Aarya Desai,ALL-ROUNDER,0.0,KKR,Unsold,0.2,unsold
Vineet Dhankhar,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Harsh Dubey,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Prerit Dutta,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Jake Fraser-Mcgurk,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Shubhang Hegde,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Benny Howell,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.4,unsold
Saransh Jain,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Duan Jansen,ALL-ROUNDER,0.0,MI,Unsold,0.2,unsold
Mohammad Kaif,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Aman Khan,ALL-ROUNDER,0.0,DC,Unsold,0.2,unsold
Mohd Arslan Khan,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Musheer Khan,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Tanush Kotian,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Manvanth Kumar,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Saurabh Kumar,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Dev Lakra,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Nasir Lone,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Kaushik Maity,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Divij Mehra,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Mani Sankar Mura Singh,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Kamlesh Nagarkoti,ALL-ROUNDER,0.0,DC,Unsold,0.3,unsold
Sanjay Pahal,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Jitender Pal,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Saumy Pandey,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Ansh Patel,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Sairaj Patil,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Pradosh Paul,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Shubham Singh Pundir,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Atal Rai,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Abhimanyusingh Rajput,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Mohit Rathee,ALL-ROUNDER,0.0,PBKS,Unsold,0.2,unsold
Ninad Rathva,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Rohit Rayudu,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Aniketh Reddy,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Mohit Redkar,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Jalaj Saxena,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.4,unsold
Akash Sengupta,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Suryansh Shedge,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Aradhya Shukla,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Utkarsh Singh,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Prenelan Subrayen,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Ravi Teja,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
Akash Vashisht,ALL-ROUNDER,0.0,Not Mentioned,Unsold,0.2,unsold
David Wiese,ALL-ROUNDER,0.0,KKR,Unsold,1.0,unsold
Mohit Ahlawat,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
G. Ajitesh,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
L.R. Chethan,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Gourav Choudhary,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Harvik Desai,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Shakir Gandhi,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Sumit Ghadigaonkar,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Baba Indrajith,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Bhagmender Lather,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Anmol Malhotra,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Darshan Misal,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Nikhil Naik,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Prasad Pawar,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Mahesh Pithiya,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
William Salzmann,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Bipin Saurabh,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
B.R. Sharath,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
K.L. Shrijith,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Avneesh Sudha,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Aditya Tare,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
Nihal Ullal,WICKETKEEPER,0.0,Not Mentioned,Unsold,0.2,unsold
K.M Asif,BOWLER,0.0,RR,Unsold,0.2,unsold
Mohit Avasthi,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Ottneil Baartman,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Basit Bashir,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Waseem Bashir,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Sachin Bhosale,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Devendra Singh Bora,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Gurnoor Singh Brar,BOWLER,0.0,PBKS,Unsold,0.2,unsold
Saurabh Dubey,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Mrinmoy Dutta,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Vishal Godara,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Money Grewal,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Arpit Guleria,BOWLER,0.0,LSG,Unsold,0.2,unsold
Mukhtar Hussain,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Shamar Joseph,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Mohammed Kaif,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Shubham Kapse,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Devang Karamta,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Kulwant Khejroliya,BOWLER,0.0,KKR,Unsold,0.2,unsold
Ravi Kumar,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Ashwani Kumar,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Raj Limbani,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Kwena Maphaka,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Lukman Hussain Meriwala,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Venkatesh Muralidhara,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
William O'Rourke,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Rakshan Readdi,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Manish Reddy,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Monish Reddy,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Akhin Sathar,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Divesh Sharma,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Ashok Sharma,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Abhilash Shetty,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Rahul Shukla,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Manit Singh,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Gurjapneet Singh,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Basil Thampi,BOWLER,0.0,Not Mentioned,Unsold,0.3,unsold
Paul Van Meekeren,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Nitin Verma,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Chris Wood,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Gourav Yadav,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Lalit Yadav,BOWLER,0.0,Not Mentioned,Unsold,0.3,unsold
Prithvi Raj Yarra,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Mujtaba Yousuf,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Shubham Agrawal,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Mustaq Beg,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
K.C Cariappa,BOWLER,0.0,RR,Unsold,0.2,unsold
Ganesh Chaudhary,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Yuvraj Chudasama,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Jasmer Dhankhar,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Chintal Gandhi,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Allah Ghazanfar,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Raghav Goyal,BOWLER,0.0,MI,Unsold,0.2,unsold
Shreyas Gurav,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Vishu Kashyap,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
S Midhun,BOWLER,0.0,Not Mentioned,Unsold,0.3,unsold
Izharulhuq Naveed,BOWLER,0.0,Not Mentioned,Unsold,0.3,unsold
Bhuwan Rohilla,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Shivam Sharma,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Digvesh Singh,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Jagadeesha Suchith,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
B. Surya,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Pankaj Yadav,BOWLER,0.0,Not Mentioned,Unsold,0.2,unsold
Rohit Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Dewald Brevis,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Suryakumar Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ishan Kishan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Tilak Varma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Tim David,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vishnu Vinod,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Arjun Tendulkar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shams Mulani,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nehal Wadhera,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jasprit Bumrah,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kumar Kartikeya,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Piyush Chawla,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Akash Madhwal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jason Behrendorff,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Faf du Plessis,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Glenn Maxwell,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Virat Kohli,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rajat Patidar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Anuj Rawat,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Dinesh Karthik,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Suyash Prabhudessai,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Will Jacks,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mahipal Lomror,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Karn Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Manoj Bhandage,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vyshak Vijaykumar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Akash Deep,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mohammed Siraj,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Reece Topley,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Himanshu Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rajan Kumar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
David Miller,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shubman Gill,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Matthew Wade,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Wriddhiman Saha,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kane Williamson,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Abhinav Manohar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
B. Sai Sudharsan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Darshan Nalkande,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vijay Shankar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jayant Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rahul Tewatia,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mohammed Shami,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Noor Ahmad,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
R. Sai Kishore,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rashid Khan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Joshua Little,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mohit Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
KL Rahul,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Quinton de Kock,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nicholas Pooran,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ayush Badoni,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kyle Mayers,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Marcus Stoinis,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Deepak Hooda,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ravi Bishnoi,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Naveen-ul-Haq,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Krunal Pandya,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Yudhvir Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Prerak Mankad,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Yash Thakur,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Amit Mishra,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mark Wood,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mayank Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mohsin Khan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Abdul Samad,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Aiden Markram,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rahul Tripathi,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Glenn Phillips,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Heinrich Klaasen,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mayank Agarwal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Anmolpreet Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Upendra Singh Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nitish Kumar Reddy,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Abhishek Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Marco Jansen,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Washington Sundar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sanvir Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Bhuvneshwar Kumar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
T Natarajan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mayank Markande,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Umran Malik,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Fazalhaq Farooqi,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nitish Rana,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rinku Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rahmanullah Gurbaz,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shreyas Iyer,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jason Roy,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sunil Narine,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Suyash Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Anukul Roy,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Andre Russell,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Venkatesh Iyer,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Harshit Rana,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vaibhav Arora,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Varun Chakaravarthy,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shikhar Dhawan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Liam Livingstone,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jonny Bairstow,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Gurnoor Singh Brar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jitesh Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shivam Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rahul Chahar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Prabhsimran Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Matthew Short,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Arshdeep Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Harpreet Bhatia,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Harpreet Brar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Atharva Taide,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vidwath Kaverappa,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rishi Dhawan,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kagiso Rabada,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sam Curran,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nathan Ellis,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sikandar Raza,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sanju Samson,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Jos Buttler,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shimron Hetmyer,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Yashasvi Jaiswal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Dhruv Jurel,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Riyan Parag,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Donovan Ferreira,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kunal Rathore,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ravichandran Ashwin,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kuldeep Sen,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Navdeep Saini,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
